année;caractère moyen (rapport entre largeur x longueur de la molette / nombre de motifs horizontaux x nombre de motifs verticaux;commentaire;DESSIN n° rempli lorsque le décor à la molette est associé à une forme de vase dessiné;dévellopé;égal type;équi type;Fait;INDIVIDU;largeur;longueur;LOT;molette référence;N° enregistrement;N° isolation 1;N° PERIODE;N° PHASE;N° SEQUENCE;nbre motifs h;nbre motifs v;nom du décor;non. Molette non dessiné (encrage);oui. Molette dessiné (encrage);position décor;site;Tombe;TYPE DE DÉCOR;US;Zone
1969 ;0,00 ;;223;incomplet;B12;;;INDIVIDU;1,15;;;oui;3844;4;;;;>2;1;oves;;oui;épaule;45 302 01;;molette;1001;
1968 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;;;;non ;3845;5;;;;>12;>=3;losanges;;oui;panse;45 302 01;;molette;1013;
1968 ;0,00 ;décor molette ondée. 2 registres. N’appartient pas à Saran;;incomplet;;;;INDIVIDU;;;;;3846;6;;;;>16;>3;carrés ondés;;oui;panse;45 302 01;;molette;1012;
1969 ;0,00 ;;222;incomplet;AIND;;;INDIVIDU;0,65;;;non ;3847;7;;;;>4;3;losanges;;oui;panse et lèvre;45 302 01;;molette;1002;
1969 ;0,00 ;;158;incomplet;A13;;;INDIVIDU;0,95;;;oui;3848;8;;;;>9;3;losanges;;oui;panse et lèvre;45 302 01;;molette;1002;
1968 ;0,00 ;;;incomplet;;A1;;INDIVIDU;0,80;;;non ;3849;9;;;;>14;5;losanges;;oui;épaule;45 302 01;;molette;1013;
1968 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;;;;non ;3850;10;;;;>=7;>=3;losanges;;oui;épaule;45 302 01;;molette;1013;
1968 ;0,00 ;;;incomplet;;A1;;INDIVIDU;0,80;;;non ;3851;11;;;;>=8;5;losanges;;oui;épaule;45 302 01;;molette;1013;
1969 ;0,12 ;;;complet;G4;;;INDIVIDU;0,75;4,95;;non ;3852;12;;;;16;2;carrés;;oui;épaule;45 302 01;;molette;1000;
1972 ;0,00 ;;;incomplet;;G2;6;INDIVIDU;;;;non ;3853;13;;;;>5;>=2;carrés;;oui;panse;45 302 01;;molette;1005;
1972 ;0,00 ;;;incomplet;;G2;6;INDIVIDU;0,90;;;non ;3854;14;;;;>8;2;carrés;;oui;panse;45 302 01;;molette;1005;
1972 ;0,00 ;;;incomplet;;G2;6;INDIVIDU;1,00;;;non ;3855;15;;;;>9;2;carrés;;oui;panse;45 302 01;;molette;1005;
1972 ;0,00 ;;;incomplet;;G2;6;INDIVIDU;0,80;;;non ;3856;16;;;;>=10;2;carrés;;oui;panse;45 302 01;;molette;1005;
1972 ;0,00 ;;;incomplet;;G10;6;INDIVIDU;0,90;;;non ;3857;17;;;;>13;2;carrés;;oui;panse;45 302 01;;molette;1005;
1969 ;0,00 ;;;incomplet;L1;;;INDIVIDU;1,30;;;non ;3858;18;;;;>=14;2;chevrons;;oui;épaule;45 302 01;;molette;1000;
1972 ;0,00 ;Non dessinée;;incomplet;IND;;6;INDIVIDU;;;;non ;3859;19;;;;>10;>=2;carrés;;oui;panse;45 302 01;;molette;1005;
1972 ;0,00 ;2 registres;;incomplet;G3;;6;INDIVIDU;0,80;;;non ;3860;20;;;;>9;2;carrés;;oui;panse;45 302 01;;molette;1005;
1972 ;0,00 ;;;incomplet;HIND;;6;INDIVIDU;;;;non ;3861;21;;;;>5;>=2;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;;C1;6;INDIVIDU;;;;non ;3862;22;;;;>6;>=2;batons;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;HIND;;6;INDIVIDU;;;;non ;3863;23;;;;>6;>=3;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;G2;;6;INDIVIDU;0,90;;;non ;3864;24;;;;>4;2;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;G4;;6;INDIVIDU;1,00;;;non ;3865;25;;;;>7;2;carrés;;oui;épaule;45 302 01;;molette;1002;
1972 ;0,00 ;2 registres;;incomplet;;H9;6;INDIVIDU;1,40;;;non ;3866;26;;;;>7;3;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;Non dessinée;;incomplet;IND;;6;INDIVIDU;1,30;;;non ;3867;27;;;;>10;>=2;batons;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;HIND;;6;INDIVIDU;1,00;;;non ;3868;28;;;;>4;3;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;HIND;;6;INDIVIDU;1,00;;;non ;3869;29;;;;>8;3;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;209;incomplet;;H4;6;INDIVIDU;0,60;;;non ;3870;30;;;;>16;>=2;carrés;;oui;lèvre;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;GIND;;6;INDIVIDU;0,90;;;non ;3871;31;;;;>9;2;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;;incomplet;G8;;6;INDIVIDU;;;;non ;3872;32;;;;>4;>=2;carrés;;oui;panse;45 302 01;;molette;1002;
1972 ;0,00 ;;205;incomplet;B1;;;INDIVIDU;;;;non ;3873;33;;;;>=6;>=1;oves;;oui;panse;45 302 01;;molette;5057;
1972 ;0,00 ;;;incomplet;HIND;;;INDIVIDU;1,00;;;non ;3874;34;;;;>8;3;carrés;;oui;épaule;45 302 01;;molette;4736;
197071 ;0,05 ;A1 retourné;164;complet;A1;;;INDIVIDU;0,85;4,20;;oui;3875;35;;;;13;6;losanges;;oui;épaule;45 302 01;;molette;346;
1972 ;0,00 ;;208;incomplet;;G9;;INDIVIDU;;;;non ;3876;37;;;;>19;>=1;carrés;;oui;col;45 302 01;;molette;4036;
1972 ;0,00 ;;;incomplet;B2;;;INDIVIDU;0,60;;;non ;3877;38;;;;>2;1;oves;;oui;lèvre;45 302 01;;molette;2642;
1972 ;0,00 ;;;incomplet;;HI3;;INDIVIDU;1,10;;;non ;3878;39;;;;>6;3;carrés et croix;;oui;panse;45 302 01;;molette;2536;
1969 ;0,00 ;;;incomplet;;L7;;INDIVIDU;;;;non ;3879;40;;;;>9;2;chevrons;;oui;épaule;45 302 01;;molette;1000;
1969 ;0,00 ;;;incomplet;A6;;;INDIVIDU;0,95;;;non ;3880;41;;;;>7;6;losanges;;oui;épaule;45 302 01;;molette;1000;
1969 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;0,50;;;non ;3881;42;;;;>4;3;losanges;;oui;épaule;45 302 01;;molette;1000;
1972 ;0,00 ;Non dessinée;;incomplet;IND;;;INDIVIDU;0,50;;;non ;3882;43;;;;>=5;1;triangles;;oui;panse;45 302 01;;molette;4652;
1972 ;0,00 ;;;incomplet;CD1;;;INDIVIDU;1,30;;;non ;3883;44;;;;>4;2;batons et triangles;;oui;panse;45 302 01;;molette;4460;
1969 ;0,00 ;;;incomplet;HI1;;;INDIVIDU;0,95;;;oui;3884;45;;;;>=13;3;carrés et croix;;oui;épaule;45 302 01;;molette;1000;
1972 ;0,36 ;;207;complet;CD1;;;INDIVIDU;0,70;6,10;;oui;3885;46;;;;12;1;batons et triangles;;oui;lèvre;45 302 01;;molette;4460;
1972 ;0,00 ;;;incomplet;C3;;;INDIVIDU;1,50;;;non ;3886;47;;;;>16;2;batons;;oui;panse;45 302 01;;molette;4461;
1972 ;0,00 ;;;incomplet;;G18;;INDIVIDU;0,90;;;non ;3888;49;;;;>6;2;carrés;;oui;panse;45 302 01;;molette;4733;
1972 ;0,00 ;;;incomplet;;M1;;INDIVIDU;;;;non ;3889;50;;;;>1;>=1;bâtons entrecroisés;;oui;col;45 302 01;;molette;4733;
1972 ;0,00 ;;;incomplet;G5;;;INDIVIDU;0,80;;;non ;3890;51;;;;>13;2;carrés;;oui;panse;45 302 01;;molette;4733;
1972 ;0,00 ;;;incomplet;;G2;;INDIVIDU;0,80;;;non ;3891;52;;;;>7;2;carrés;;oui;panse;45 302 01;;molette;4733;
1972 ;0,00 ;;;incomplet;G8;;;INDIVIDU;1,20;;;non ;3892;53;;;;>8;2;carrés;;oui;panse;45 302 01;;molette;4733;
1972 ;0,00 ;;;incomplet;G8;;;INDIVIDU;1,20;;;non ;3893;54;;;;>9;2;carrés;;oui;panse;45 302 01;;molette;4733;
1972 ;0,00 ;2 registres;;incomplet;CIND;;;INDIVIDU;0,75;;;non ;3894;55;;;;>8;2;batons;;oui;épaule;45 302 01;;molette;4733;
1972 ;0,00 ;2 registres;;incomplet;G11;;;INDIVIDU;1,00;;;non ;3895;56;;;;>9;2;carrés;;oui;panse;45 302 01;;molette;4733;
1969 ;?;;211;incomplet;CD1;;3;INDIVIDU;1,10;;;non ;3896;57;;;;;3;batons et triangles;;oui;col;45 302 01;;molette;176;
1969 ;?;2 passages;212;incomplet;DIND;;3;INDIVIDU;0,95;;;non ;3897;58;;;;;2;triangles;;oui;col;45 302 01;;molette;176;
1969 ;0,00 ;;;incomplet;E1;;;INDIVIDU;0,70;;;oui;3898;59;;;;>7;1;v;;oui;panse;45 302 01;;molette;150;
1969 ;?;;;incomplet;HIND;;5;INDIVIDU;1,20;;;non ;3899;60;;;;;3;carrés;;oui;panse;45 302 01;;molette;99;
1969 ;0,00 ;;133;incomplet;HI2;;;INDIVIDU;1,00;;;non ;3900;61;;;;>6;3;carrés et croix;;oui;épaule;45 302 01;;molette;1003;
1969 ;0,00 ;;130;incomplet;G11;;;INDIVIDU;1,10;;;non ;3901;62;;;;>13;2;carrés;;oui;lèvre;45 302 01;;molette;1003;
197071 ;0,00 ;;;incomplet;H1;;;INDIVIDU;1,05;;;non ;3902;63;;;;>5;3;carrés;;oui;épaule;45 302 01;;molette;207;
1969 ;0,00 ;;;incomplet;HIND;;;INDIVIDU;1,10;;;non ;3903;64;;;;>7;3;carrés;;oui;panse;45 302 01;;molette;26;
197071 ;0,00 ;;;incomplet;H1;;;INDIVIDU;1,00;;;non ;3905;66;;;;>11;3;carrés;;oui;épaule;45 302 01;;molette;206;
1969 ;0,00 ;;;incomplet;B5;;;INDIVIDU;;;;non ;3906;67;;;;>1;>1;oves;;oui;panse;45 302 01;;molette;59;
197071 ;0,00 ;;;incomplet;;H3;;INDIVIDU;1,00;;;non ;3907;68;;;;>8;3;carrés;;oui;épaule;45 302 01;;molette;205;
197071 ;0,00 ;;;incomplet;;G18;;INDIVIDU;0,75;;;non ;3908;69;;;;>9;2;carrés;;oui;épaule;45 302 01;;molette;205;
197071 ;0,00 ;;;incomplet;H11;;;INDIVIDU;1,35;;;oui;3909;70;;;;>7;3;carrés;;oui;épaule;45 302 01;;molette;205;
197071 ;0,00 ;;;incomplet;H1;;;INDIVIDU;1,00;;;non ;3910;71;;;;>12;3;carrés;;oui;épaule;45 302 01;;molette;205;
197071 ;0,00 ;2 registres;;incomplet;H1;;;INDIVIDU;1,00;;;non ;3911;72;;;;>=14;3;carrés;;oui;épaule;45 302 01;;molette;205;
197071 ;0,12 ;;;complet;H1;;;INDIVIDU;1,05;4,90;;non ;3912;73;;;;14;3;carrés;;oui;épaule;45 302 01;;molette;204;
197071 ;0,19 ;;;complet;C4;;;INDIVIDU;1,25;3,70;;non ;3913;74;;;;12;2;batons;;oui;épaule;45 302 01;;molette;204;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;0,80;;;non ;3914;75;;;;>7;3;losanges;;oui;épaule;45 302 01;;molette;500;
197071 ;0,00 ;Non dessinée;;incomplet;IND;;;INDIVIDU;0,30;;;non ;3915;76;;;;>7;1;indéterminé;;oui;épaule;45 302 01;;molette;492;
197071 ;0,00 ;recollage avec C2;;incomplet;C2;;;INDIVIDU;0,90;;;non ;3916;77;;;;>17;2;bâtons;;oui;épaule;45 302 01;;molette;468;
197071 ;0,00 ;;;incomplet;A1;;;INDIVIDU;0,85;;;non ;3917;78;;;;>=12;6;losanges;;oui;épaule;45 302 01;;molette;466;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;;;;non ;3918;79;;;;>=9;>=3;losanges;;oui;épaule;45 302 01;;molette;466;
197071 ;0,00 ;;;incomplet;;A4;;INDIVIDU;1,00;;;non ;3919;80;;;;>=8;7;losanges;;oui;épaule;45 302 01;;molette;463;
197071 ;0,00 ;;;incomplet;H1;;;INDIVIDU;1,10;;;non ;3920;81;;;;>=17;3;carrés;;oui;épaule;45 302 01;;molette;460;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;0,80;;;non ;3921;82;;;;>8;3;losanges;;oui;épaule;45 302 01;;molette;457;
197071 ;0,00 ;;;incomplet; GIND HIND;;;INDIVIDU;;;;non ;3922;83;;;;>=12;>=2;carrés;;oui;épaule;45 302 01;;molette;456;
197071 ;0,00 ;;;incomplet;;G11;;INDIVIDU;0,80;;;non ;3923;84;;;;>=8;2;carrés;;oui;épaule;45 302 01;;molette;447;
197071 ;0,00 ;;;incomplet;;L1;;INDIVIDU;;;;non ;3924;85;;;;>=8;2;chevrons;;oui;indéterminée;45 302 01;;molette;445;
197071 ;0,00 ;;;incomplet;;H5;;INDIVIDU;1,00;;;non ;3925;86;;;;>7;3;carrés;;oui;épaule;45 302 01;;molette;444;
197071 ;0,00 ;;;incomplet;GIND/HIND;;;INDIVIDU;0,65;;;non ;3926;87;;;;>=16;>=2;carrés;;oui;épaule;45 302 01;;molette;439;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;;;;non ;3927;88;;;;>4;>=3;losanges;;oui;indéterminée;45 302 01;;molette;439;
197071 ;0,00 ;;;incomplet;BIND;;;INDIVIDU;;;;non ;3928;89;;;;>1;1;oves;;oui;indéterminée;45 302 01;;molette;438;
197071 ;0,00 ;;;incomplet;L1;;;INDIVIDU;1,40;;;oui;3929;90;;;;>14;2;chevrons;;oui;épaule;45 302 01;;molette;437;
197071 ;0,00 ;;184;incomplet;B5;;;INDIVIDU;;;;non ;3930;91;;;;>2;1;oves;;oui;épaule;45 302 01;;molette;437;
197071 ;0,00 ;Non dessinée;;incomplet;IND;;;INDIVIDU;;;;non ;3931;92;;;;>=11;>=1;indéterminé;;oui;lèvre;45 302 01;;molette;437;
197071 ;0,00 ;;185;incomplet;;B2;;INDIVIDU;;;;non ;3932;93;;;;>2;1;oves ou v;;oui;lèvre;45 302 01;;molette;436;
197071 ;0,00 ;;;incomplet;G1;;;INDIVIDU;;;;non ;3933;94;;;;>6;>=2;carrés;;oui;indéterminée;45 302 01;;molette;435;
197071 ;0,00 ;;;incomplet;;L4;;INDIVIDU;1,10;;;non ;3934;95;;;;>9;2;chevrons;;oui;épaule;45 302 01;;molette;432;
197071 ;0,00 ;;;incomplet;G16;;;INDIVIDU;;;;non ;3935;96;;;;>6;>=2;carrés;;oui;épaule;45 302 01;;molette;432;
197071 ;0,05 ;;;complet;A4;;;INDIVIDU;0,95;4,20;;non ;3936;97;;;;11;7;losanges;;oui;épaule;45 302 01;;molette;431;
197071 ;0,00 ;;;incomplet;BIND;;;INDIVIDU;;;;non ;3937;98;;;;>1;1;oves;;oui;lèvre;45 302 01;;molette;431;
197071 ;0,00 ;Plusieurs passages décalés. Nombre de motifs verticaux non assuré.;183;incomplet;;H13;;INDIVIDU;1,05;;;non ;3938;99;;;;>9;3;carrés;;oui;épaule;45 302 01;;molette;428;
197071 ;0,22 ;;;complet;G8;;;INDIVIDU;1,10;5,20;;oui;3939;100;;;;13;2;carrés;;oui;épaule;45 302 01;;molette;291;
197071 ;0,09 ;;;complet;H1;;;INDIVIDU;1,00;4,05;;non ;3940;101;;;;15;3;carrés;;oui;épaule;45 302 01;;molette;387;
197071 ;0,00 ;;;incomplet;L1;;;INDIVIDU;1,35;;;non ;3941;102;;;;>12;2;chevrons;;oui;épaule;45 302 01;;molette;426;
197071 ;0,00 ;3 registres.;;incomplet;GD1;;;INDIVIDU;0,60;;;oui;3942;103;;;;>10;2;carrés et triangles;;oui;épaule;45 302 01;;molette;426;
197071 ;0,00 ;;;incomplet;L3;;;INDIVIDU;0,55;;;oui;3943;104;;;;>5;2;chevrons;;oui;épaule;45 302 01;;molette;422;
197071 ;0,14 ;;;complet;G14;;;INDIVIDU;0,70;5,40;;non ;3944;105;;;;14;2;carrés;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;160;incomplet;A8;;;INDIVIDU;1,00;;;oui;3945;106;;;;>12;5;losanges;;oui;épaule et lèvre;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;G17;;;INDIVIDU;0,80;;;non ;3946;107;;;;>9;2;carrés;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,14 ;;;complet;G14;;;INDIVIDU;0,70;5,40;;non ;3947;108;;;;14;2;carrés;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;;C1;;INDIVIDU;0,75;;;non ;3948;109;;;;>14;2;bâtons;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;2 regitres;;incomplet;;C1;;INDIVIDU;0,75;;;non ;3949;110;;;;>15;2;bâtons;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;H2;;;INDIVIDU;1,00;;;non ;3950;111;;;;>9;3;carrés;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;177;incomplet;;L2;;INDIVIDU;1,05;;;non ;3951;112;;;;>7;2;chevrons;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;;H8;;INDIVIDU;0,75;;;non ;3952;113;;;;>12;3;carrés;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;0,75;;;non ;3953;114;;;;>4;4;losanges;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;A6;;;INDIVIDU;0,80;;;non ;3954;115;;;;>7;6;losanges;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;GI1;;;INDIVIDU;0,70;;;oui;3955;116;;;;>7;>=2;carrés et croix;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;CI3;;;INDIVIDU;;;;non ;3956;117;;;;>5;>=1;bâtons et croix;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;2 registres;;incomplet;H2;;;INDIVIDU;1,05;;;non ;3957;118;;;;>8;3;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;C9;;;INDIVIDU;0,95;;;oui;3958;119;;;;>=9;2;bâtons;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;CI4;;;INDIVIDU;0,70;;;oui;3959;120;;;;>11;1;bâtons et croix;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;G18;;;INDIVIDU;;;;non ;3960;121;;;;>6;>=2;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;A1;;;INDIVIDU;0,90;;;non ;3961;122;;;;>12;7;losanges;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;CI2;;;INDIVIDU;;;;non ;3962;123;;;;>6;>=1;bâtons et croix;;oui;indéterminée;45 302 01;;molette;413EP;
197071 ;0,00 ;;176;incomplet;;L1;;INDIVIDU;1,40;;;non ;3963;124;;;;>=10;2;chevrons;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;141;incomplet;;L1;;INDIVIDU;1,30;;;non ;3964;125;;;;>=12;2;chevrons;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;I1;;;INDIVIDU;0,65;;;oui;3965;126;;;;>=4;1;croix;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;182;incomplet;H8;;;INDIVIDU;0,75;;;oui;3966;127;;;;>=15;>=3;carrés;;oui;épaule et lèvre;45 302 01;;molette;413EP;
197071 ;0,00 ;A l’envers de C1 référence;;incomplet;C1;;;INDIVIDU;0,70;;;non ;3967;128;;;;>=17;2;bâtons;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;178;incomplet;A5;;;INDIVIDU;0,90;;;non ;3968;129;;;;>=10;>=5;losanges;;oui;lèvre;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;;B1;;INDIVIDU;0,90;;;non ;3969;130;;;;>2;1;oves;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;;G1;;INDIVIDU;0,70;;;non ;3970;131;;;;>7;2;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;GIND;;;INDIVIDU;1,15;;;non ;3971;132;;;;>7;2;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;G16;;;INDIVIDU;0,80;;;oui;3972;133;;;;>=11;2;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;HIND;;;INDIVIDU;1,05;;;non ;3973;134;;;;>8;3;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;GIND;;;INDIVIDU;1,05;;;non ;3974;135;;;;>10;2;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;153;incomplet;A5;;;INDIVIDU;1,30;;;oui;3975;136;;;;>11;6;losanges;;oui;panse et lèvre;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;H8;;;INDIVIDU;0,65;;;non ;3976;137;;;;>6;3;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;;G1;;INDIVIDU;0,75;;;non ;3977;138;;;;>10;2;carrés;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;;L1;;INDIVIDU;;;;non ;3978;139;;;;>8;2;chevrons;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;C1;;;INDIVIDU;0,65;;;non ;3979;140;;;;>9;2;batons;;oui;épaule;45 302 01;;molette;413EP;
197071 ;0,00 ;;;incomplet;;A4;;INDIVIDU;1,15;;;non ;3980;141;;;;>11;6;losanges;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;;C9;;INDIVIDU;0,75;;;non ;3981;142;;;;>=14;2;bâtons;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;HIND;;;INDIVIDU;0,75;;;non ;3982;143;;;;>13;3;carrés;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;FL1;;;INDIVIDU;0,90;;;oui;3983;144;;;;>7;2;"chevrons et carrés
";;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;2 passages parralèles;;incomplet;CI4;;;INDIVIDU;;;;non ;3984;145;;;;>10;1;bâtons et croix;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;CE1;;;INDIVIDU;;;;non ;3985;146;;;;>6;1;V et bâtons;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;A6;;;INDIVIDU;0,90;;;non ;3986;147;;;;>7;8;losanges;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;189;incomplet;AIND;;;INDIVIDU;;;;non ;3987;148;;;;>13;>3;losanges;;oui;lèvre;45 302 01;;molette;413M;
197071 ;0,00 ;Zig-zag au dessus;;incomplet;I2;;;INDIVIDU;;;;oui;3988;149;;;;>3;1;croix;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;A2;;;INDIVIDU;0,70;;;non ;3989;150;;;;>7;5;losanges;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;0,65;;;non ;3990;151;;;;>9;6;losanges;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;2 passages;;incomplet;"GIND
HIND";;;INDIVIDU;;;;non ;3991;152;;;;>5;>=2;carrés;;oui;épaule;45 302 01;;molette;413M;
197071 ;0,00 ;;;incomplet;G14;;;INDIVIDU;0,70;;;non ;3992;153;;;;>=12;2;carrés;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;1 croix, 4 bâtons, 1 4 bâtons, 5 bâtons, 1 croix;145;incomplet;CI3;;;INDIVIDU;0,45;;;oui;3993;154;;;;>=17;1;croix et bâtons;;oui;panse;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;L7;;;INDIVIDU;1,00;;;oui;3994;155;;;;>11;2;chevrons;;oui;panse;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;GI2;;;INDIVIDU;0,80;;;oui;3995;156;;;;>8;2;carrés et croix;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;GIND;;;INDIVIDU;;;;non ;3996;157;;;;>6;>=2;carrés;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;G8;;;INDIVIDU;1,10;;;non ;3997;158;;;;>9;2;carrés;;oui;collerette;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;G17;;;INDIVIDU;0,80;;;oui;3998;159;;;;>12;2;carrés;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;0,90;;;non ;3999;160;;;;>5;4;losanges;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;A6;;;INDIVIDU;0,90;;;oui;4000;161;;;;>7;7;losanges;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;Non dessinée;;incomplet;IND;;;INDIVIDU;0,50;;;non ;4001;162;;;;>6;1;carrés;;oui;indéterminée;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;CI4;;;INDIVIDU;0,60;;;non ;4002;163;;;;>6;1;croix et bâtons;;oui;indéterminée;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;A6;;;INDIVIDU;;;;non ;4003;164;;;;>9;8;losanges;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;;H10;;INDIVIDU;0,95;;;non ;4004;165;;;;>8;3;carrés;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;G4;;;INDIVIDU;0,80;;;non ;4005;166;;;;>9;2;carrés;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;;G1;;INDIVIDU;0,65;;;non ;4006;167;;;;>7;2;carrés;;oui;lèvre;45 302 01;;molette;413;
197071 ;0,00 ;2 passages superposés;;incomplet;;A2;;INDIVIDU;0,70;;;non ;4007;168;;;;>7;4;losanges;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;;;;non ;4008;169;;;;>6;>=3;losanges;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;G14;;;INDIVIDU;0,75;;;non ;4009;170;;;;>12;2;carrés;;oui;épaule;45 302 01;;molette;413;
197071 ;?;;;incomplet;DIND;;;INDIVIDU;0,85;;;non ;4010;171;;;;>4;;triangles;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;AIND;;;INDIVIDU;0,90;;;non ;4011;172;;;;>7;4;losanges;;oui;épaule;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;DIND;;;INDIVIDU;;;;non ;4012;173;;;;>4;>=2;triangles;;oui;indéterminée;45 302 01;;molette;413;
197071 ;0,00 ;;169;incomplet;B2;;;INDIVIDU;;;;non ;4013;174;;;;>1;1;oves;;oui;panse;45 302 01;;molette;413;
197071 ;0,00 ;;;incomplet;HIND;;;INDIVIDU;0,95;;;non ;4014;175;;;;>6;3;carrés;;oui;épaule;45 302 01;;molette;413;
